athlete.sex,average_speed,distance,type
F,1.6980000000000002,4722.7,Walk
M,7.638,53328.1,Ride
M,7.226,15579.9,Ride
F,5.922999999999999,22017.5,Ride
F,9.006,51271.4,Ride
M,0.0,0.0,Ride
M,0.863,1400.0,Swim
F,3.033,20612.3,Run
F,1.244,2592.0,Workout
M,9.353,62774.0,Ride
F,3.826,33815.9,Ride
M,6.171,42397.1,Ride
M,4.452,21266.8,Ride
F,7.084,50954.8,Ride
M,7.132000000000001,82150.7,Ride
F,5.994,48345.6,Ride
M,6.681,2558.7,Ride
M,3.5060000000000002,14820.7,Run
F,6.7989999999999995,16712.0,Ride
F,2.37,19263.6,Ride
M,2.8789999999999996,7755.2,Run
M,2.861,10635.7,Run
F,2.98,4828.0,Run
F,3.133,12896.9,Run
F,5.047,14970.1,Ride
F,0.648,2200.0,Swim
M,3.0180000000000002,15331.7,Run
F,2.625,6034.4,Run
M,3.053,2237.7,Run
M,2.685,22975.7,Ride
F,4.39,7980.3,Ride
F,3.077,21231.1,Run
M,7.757000000000001,44904.0,Ride
F,5.3,5008.9,Ride
M,4.575,42208.4,Ride
M,6.755,88010.0,Ride
F,2.694,4472.6,Run
F,1.3940000000000001,6119.6,Run
F,1.96,2604.7,Ride
F,7.546,31815.8,Ride
M,0.598,4549.1,Swim
M,3.1430000000000002,5632.8,Run
M,8.402999999999999,16739.0,Ride
M,4.23,24629.7,Ride
F,2.366,8062.4,Run
M,5.376,36574.7,Ride
M,6.643,8908.3,Ride
M,6.501,60378.4,Ride
F,3.0639999999999996,16101.2,Run
M,3.423,8353.3,Run
M,8.109,31528.5,Ride
M,6.421,14684.8,Ride
F,1.797,6799.9,Walk
M,7.81,21689.6,Ride
M,7.274,22112.3,Ride
M,7.462000000000001,41280.7,Ride
F,4.232,17083.7,Ride
M,6.269,25798.5,IceSkate
F,2.792,9961.1,Run
F,1.732,5517.3,Run
F,1.874,6208.7,Walk
M,3.4330000000000003,4871.2,Ride
F,1.9969999999999999,2590.5,Run
M,2.67,19793.3,Run
M,2.6210000000000004,6804.9,Ride
M,3.765,7521.8,Run
M,3.216,18728.9,Ride
F,1.334,1604.6,Workout
M,3.7089999999999996,31385.8,Ride
F,3.02,19735.0,Ride
F,6.683,65904.3,Ride
F,1.399,4952.3,Walk
M,3.843,23932.3,Ride
F,2.431,2987.2,Run
M,8.148,22317.8,Ride
F,2.948,10021.1,Run
M,6.465,28284.2,Ride
F,2.008,26573.3,Run
F,3.9760000000000004,37434.5,Ride
M,2.955,10356.0,Run
M,7.01,27353.3,Ride
M,4.277,14605.0,Ride
F,1.86,12490.1,Ride
F,1.555,24434.3,Run
F,3.1489999999999996,8046.7,Run
M,0.0,0.0,Crossfit
F,0.0,0.0,Run
F,5.435,30811.1,Ride
M,4.084,16026.1,Ride
F,1.538,2182.1,NordicSki
M,5.386,4276.5,Ride
F,1.473,5853.8,Run
M,5.931,6078.9,Ride
F,2.417,14565.0,Run
F,5.059,20002.2,Ride
M,1.423,6208.0,Run
M,3.177,11448.5,Run
F,2.716,5404.7,Run
M,3.281,12889.5,Run
M,5.422000000000001,14660.1,Ride
M,0.0,0.2,Ride
M,7.683,14452.0,Ride
F,3.2,4870.3,Run
M,8.397,31623.2,Ride
F,7.724,27814.3,Ride
M,6.481,46040.8,Ride
M,6.725,41009.0,Ride
M,3.253,10052.0,Run
F,3.483,3232.2,Ride
F,1.7919999999999998,4507.7,Run
F,0.0,0.0,Ride
F,4.743,71559.5,Ride
M,2.316,5081.3,Run
F,7.689,14555.1,Ride
F,2.636,1721.4,Run
F,2.9819999999999998,6813.2,Run
F,5.67,10108.8,Ride
M,8.353,77346.6,Ride
M,7.184,4303.3,Ride
F,2.9360000000000004,5250.4,Run
F,7.684,25486.7,Ride
F,1.742,3966.4,Run
F,5.417999999999999,3137.3,Ride
M,3.556,3836.7,Run
F,2.32,5195.5,Run
M,7.734,61415.2,Ride
M,2.227,7280.7,Run
F,1.294,1082.1,Walk
F,1.202,5577.6,Hike
M,4.5680000000000005,30235.5,Ride
F,8.245,21248.3,Ride
M,6.104,23376.5,Ride
M,5.511,7054.5,Ride
F,2.476,10341.6,Ride
F,3.392,37026.9,Ride
F,5.015,54172.0,Ride
M,3.122,20501.9,Ride
F,1.835,7656.3,Run
M,5.6370000000000005,5445.7,Ride
M,2.984,22409.6,Run
F,2.407,4067.5,Run
F,0.0,0.0,Ride
F,1.7690000000000001,4450.1,Run
F,1.704,1661.2,Walk
F,4.967,41622.4,Ride
M,7.48,12881.1,Ride
F,5.79,33373.8,Ride
F,3.596,4991.2,Run
F,2.727,3880.0,Run
F,2.415,18647.6,Run
F,8.283,32162.6,Ride
F,2.8110000000000004,9147.6,Run
M,2.474,5343.6,Run
F,3.6060000000000003,2124.2,Run
M,2.752,6096.4,Run
F,2.273,4998.9,Run
F,3.844,12163.6,Ride
M,1.97,5331.7,Run
F,6.111000000000001,11000.0,Ride
M,1.8259999999999998,15068.6,Run
F,3.832,8046.7,Run
F,7.581,27055.6,Ride
F,1.6,3772.0,Run
M,7.281000000000001,26430.3,Ride
F,2.937,2470.0,Ride
F,3.613,7518.7,Run
F,1.055,681.8,Run
F,1.7069999999999999,1661.1,Run
F,0.0,0.0,Run
M,7.39,75857.6,Ride
F,6.935,53256.3,Ride
M,831.495,49889.7,Ride
M,2.055,8654.9,Walk
F,0.192,402.3,Swim
M,1.2830000000000001,3509.3,Run
F,2.226,4056.1,Run
F,2.3280000000000003,9978.0,Run
F,2.398,14353.6,Run
F,1.44,8431.3,Run
M,7.772,98263.7,Ride
M,5.982,22372.8,Ride
F,2.7460000000000004,26599.8,Ride
M,2.231,28896.6,Ride
F,3.353,6437.4,Run
F,3.3689999999999998,397.6,Run
M,7.978,92629.3,Ride
M,3.426,7431.7,Run
M,2.7230000000000003,5107.8,Run
M,6.5760000000000005,30421.4,Ride
M,2.7060000000000004,5898.2,Run
F,3.8360000000000003,8760.5,Run
F,2.1719999999999997,3547.0,Ride
F,0.0,0.0,Workout
M,2.9,4840.0,Run
M,8.181000000000001,66534.4,Ride
M,2.891,24811.6,Run
M,2.892,5225.1,Run
F,5.848,17094.5,Ride
F,6.63,15706.7,Ride
F,5.029,19252.3,Ride
M,7.188,117046.0,Ride
F,2.487,3257.7,Run
M,11.095,16066.0,Ride
M,0.0,0.0,Ride
M,7.58,24650.9,Ride
F,2.858,8992.5,Run
F,4.578,4880.1,Ride
M,3.2039999999999997,6721.1,Run
F,7.521,47475.5,Ride
M,6.642,16603.8,Ride
F,3.512,20472.9,Ride
M,4.856,18820.2,Ride
F,2.841,6604.8,Run
M,4.406000000000001,83598.3,Ride
F,3.0010000000000003,7054.2,Run
F,2.8569999999999998,6373.6,Run
M,6.056,13480.9,Ride
F,3.054,10171.4,Run
F,2.405,4851.2,Run
F,5.21,30799.0,Ride
M,6.534,3567.8,Ride
F,2.484,4225.9,Run
M,7.6579999999999995,166813.0,Ride
F,0.052000000000000005,190.0,Yoga
M,2.6460000000000004,12661.4,Run
M,7.811,17489.0,Ride
F,1.6340000000000001,5257.3,Run
M,5.316,48755.2,Ride
M,5.042,22220.7,Ride
M,6.096,11813.2,Ride
F,2.412,1083.2,Run
M,7.111000000000001,57645.8,Ride
F,8.814,16375.9,Ride
M,2.452,8537.0,Run
M,3.332,26736.4,Walk
M,4.876,32945.8,Ride
M,6.867000000000001,32431.5,Ride
F,2.9730000000000003,8557.5,Run
F,1.2690000000000001,3608.8,Ride
F,2.696,8256.0,Run
F,2.907,3811.4,Run
M,5.207999999999999,49034.8,Ride
F,3.147,10152.8,Run
F,2.665,4029.0,Run
M,1.86,4140.1,Walk
F,3.1519999999999997,8020.7,Run
M,1.546,2684.8,Walk
F,2.24,11297.0,Run
M,0.0,0.0,Ride
F,5.016,22615.6,Ride
M,4.49,50436.6,Ride
M,2.9619999999999997,8288.9,Run
F,2.228,11265.4,Run
M,0.848,2500.0,Swim
F,2.197,8992.7,Run
M,5.8389999999999995,29348.1,VirtualRide
M,5.099,8606.7,Ride
M,6.737,35259.3,Ride
M,7.188,74285.9,Ride
M,6.311,49996.2,Ride
M,11.606,20171.9,Ride
F,2.62,41032.9,Run
M,6.162999999999999,39421.6,Ride
M,7.757000000000001,79955.9,Ride
M,4.77,24690.5,Ride
F,2.535,6062.2,Run
M,7.947,42969.7,Ride
F,4.626,11740.1,Ride
F,2.641,9981.0,Run
F,2.736,4021.5,Run
F,2.2880000000000003,1526.2,Ride
F,5.396,51064.2,Ride
M,2.847,11930.7,Run
F,1.885,4669.9,Run
F,2.815,9483.6,Run
M,7.875,40463.9,Ride
F,6.461,17032.1,Ride
M,4.8260000000000005,20399.7,Run
M,3.208,48184.5,Ride
M,6.81,4412.6,Ride
F,3.515,10573.0,Run
M,6.678,13650.1,Ride
F,2.594,4902.1,Run
M,0.0,0.0,Run
F,2.784,6529.1,Run
M,6.34,20921.5,Ride
F,2.444,5416.4,Ride
M,7.252000000000001,11348.6,Ride
M,5.803999999999999,13168.4,Ride
M,3.967,6199.9,Ride
F,2.6189999999999998,5675.4,Run
M,8.73,75815.1,Ride
F,3.165,8310.5,Run
F,4.668,6913.6,Ride
M,5.25,43725.6,Ride
F,2.64,5077.5,Run
F,2.845,4899.8,Run
M,2.701,7294.2,Run
F,1.079,7492.5,Run
F,2.778,5000.0,Run
F,4.269,28343.3,Ride
M,7.371,58743.9,Ride
F,2.4819999999999998,4256.9,Run
M,3.117,12100.8,Run
F,4.908,16490.0,Ride
M,8.435,39089.0,Ride
M,1.994,6101.8,Ride
F,3.0260000000000002,11354.3,Run
M,6.348,14973.9,Ride
F,2.585,6557.6,Run
F,3.222,12495.2,Ride
M,7.528,50995.6,Ride
F,2.095,39.8,Ride
M,4.249,7198.6,Run
F,2.701,5500.1,Run
M,3.1889999999999996,40105.9,Ride
F,4.803999999999999,6692.0,Ride
M,4.582,15364.0,Ride
F,5.006,18528.6,Ride
F,0.0,0.0,Run
M,10.911,75558.4,VirtualRide
F,8.459,60499.4,Ride
M,7.817,33152.4,Ride
M,2.7560000000000002,15724.4,Run
M,1.932,4274.7,Ride
M,6.336,3807.8,Ride
F,2.67,20773.5,Run
F,4.493,91679.1,Ride
M,3.1519999999999997,11270.4,Run
F,2.695,8336.4,Run
F,3.08,8500.0,Run
F,3.045,5758.7,Run
F,4.327,4525.8,Ride
F,6.132000000000001,34209.7,Ride
M,6.825,47789.4,Ride
F,7.537000000000001,128407.0,Ride
M,3.7689999999999997,21073.2,Run
F,3.4560000000000004,2146.3,Run
M,3.3110000000000004,20828.9,Ride
M,2.662,7319.0,Ride
M,7.037000000000001,103431.0,Ride
F,1.3130000000000002,4682.2,Walk
M,2.9739999999999998,5385.1,Ride
M,7.475,13507.8,Ride
M,3.505,20583.0,Run
M,7.037999999999999,8199.5,Run
F,0.664,8009.1,Run
F,3.503,5103.2,Run
M,3.569,128.5,Ride
F,3.8480000000000003,1550.7,Run
F,0.732,1634.9,Swim
F,5.935,28518.7,Ride
M,0.833,1000.0,Swim
M,6.572,35074.9,Ride
F,4.91,9770.5,Ride
M,5.591,17280.4,Ride
M,7.893,45485.9,Ride
M,6.7170000000000005,14234.2,Ride
F,8.171,56486.2,Ride
F,7.465,59756.8,Ride
M,5.775,9517.0,Ride
M,7.906000000000001,43612.0,Run
F,0.33299999999999996,600.0,Swim
F,2.8680000000000003,5161.6,Run
F,2.6239999999999997,6000.0,Run
M,6.716,73364.9,Ride
F,3.263,11017.1,Ride
F,2.95,1245.0,Run
M,7.777,65607.0,Ride
M,4.99,19799.7,Ride
F,3.8939999999999997,26477.6,Ride
M,6.979,48922.5,Ride
F,5.085,25245.5,Ride
F,2.479,51221.7,Run
F,4.041,38234.3,Ride
F,3.502,29652.1,Ride
M,6.175,11547.7,Ride
M,5.903,31292.7,Ride
F,6.801,18608.4,Ride
M,2.44,3706.6,Run
F,3.2030000000000003,16093.3,Run
F,4.7780000000000005,27113.0,Ride
M,4.236000000000001,24037.9,Ride
M,5.815,42335.2,Ride
F,4.7589999999999995,17278.7,Ride
M,0.0,0.0,Ride
M,2.967,400.5,Ride
F,10.058,36210.3,Ride
M,7.164,50047.5,Ride
M,6.0489999999999995,12873.3,Ride
M,2.457,6577.6,Run
M,6.242000000000001,9612.4,Ride
M,2.6260000000000003,5925.1,Run
F,8.667,15609.4,Ride
M,3.94,11917.3,Run
F,7.487,18935.1,Ride
F,6.379,21164.9,Ride
M,7.46,18337.9,Ride
F,1.444,2609.6,Run
M,0.667,2000.0,Swim
F,3.2969999999999997,10746.1,Run
F,8.185,16836.1,Ride
F,5.763999999999999,8842.5,Ride
F,3.6460000000000004,19529.2,Ride
F,5.5520000000000005,36042.5,Ride
M,3.361,8833.2,Ride
F,4.4,46900.5,Ride
M,6.636,16039.9,Ride
M,4.309,16490.3,Ride
F,1.601,1067.6,Ride
M,8.527999999999999,34685.2,Ride
M,3.34,5120.4,Run
M,5.733,27576.5,Ride
M,5.4270000000000005,10572.6,Ride
F,3.096,2380.6,Run
M,5.787999999999999,7217.3,Ride
F,1.1,4.4,Run
M,4.021,9007.7,Ride
M,6.6339999999999995,2852.5,Ride
F,2.3080000000000003,12476.9,Run
M,7.9110000000000005,32465.4,Ride
F,5.152,79322.7,Ride
M,7.649,114190.0,Ride
M,3.165,14709.2,Run
M,1.561,7203.6,Walk
M,5.497999999999999,46923.3,Ride
M,0.026000000000000002,92.6,Ride
F,3.658,2860.3,Ride
M,2.281,20844.4,Run
F,1.683,5101.6,Kayaking
F,2.7260000000000004,13042.4,Ride
F,2.79,3715.8,Run
F,2.7910000000000004,5715.0,Run
F,4.474,21006.3,Ride
F,5.852,62000.4,Ride
F,1.167,9333.5,Hike
M,8.305,17042.5,Ride
M,4.622,17637.7,Ride
M,7.117000000000001,114521.0,Ride
F,4.269,3680.0,Ride
F,2.364,5039.9,Run
F,3.005,2178.7,Run
M,2.781,3212.4,Run
M,2.68,3020.6,Ride
M,7.707000000000001,26804.5,Ride
F,2.938,4706.5,Run
F,2.782,6841.1,Run
M,7.322,87223.8,Ride
F,6.694,52870.0,Ride
F,4.737,12438.8,Ride
M,5.399,507.5,Ride
M,5.957000000000001,21272.1,Ride
F,9.6,144.0,Run
F,2.779,5035.2,Run
F,1.499,5034.8,Run
F,6.611000000000001,35564.8,Ride
M,6.367000000000001,3826.3,Ride
M,6.985,18300.3,Ride
M,5.39,14601.3,Ride
M,8.615,11923.8,Ride
F,2.255,5528.2,Run
F,2.8280000000000003,11541.7,Run
M,5.895,67930.2,Ride
F,2.6010000000000004,9343.8,Run
M,3.245,6003.0,Run
F,2.687,13043.8,Run
M,0.0,0.0,Swim
F,6.657,109305.0,Ride
M,7.843,129267.0,Ride
M,6.106,10845.1,Ride
F,1.661,6697.0,Walk
M,5.611000000000001,44865.9,Ride
M,0.0,0.0,Ride
F,6.932,23055.9,Ride
F,1.056,4147.9,Run
F,1.824,8142.5,Walk
F,10.832,33794.6,Workout
F,2.452,4725.3,Run
F,2.7969999999999997,2814.0,Ride
F,4.8,27007.7,Ride
F,2.799,10129.9,Run
M,3.1830000000000003,13561.8,Run
M,3.573,19486.3,Run
F,2.633,3800.0,Run
F,3.1639999999999997,17522.9,Ride
M,3.301,6334.7,Run
M,7.773,28115.3,Ride
M,2.9619999999999997,6616.5,Run
M,7.341,39642.6,Ride
F,3.1060000000000003,6261.6,Run
F,1.972,12857.6,Run
F,5.524,9423.9,Ride
M,0.0,0.0,Workout
F,2.859,9354.9,Run
F,2.302,5547.7,Run
M,6.454,11352.1,Ride
F,3.5269999999999997,6444.7,Run
F,2.461,3253.2,Run
F,2.45,5673.9,Run
F,3.24,5067.4,Run
M,3.136,5146.6,Run
F,1.0,2.0,Run
F,2.657,4913.4,Run
F,2.6919999999999997,4175.7,Run
F,5.385,37203.0,Ride
M,6.228,10051.2,Ride
M,3.718,15281.3,Run
M,3.654,19158.1,Ride
M,2.805,5059.4,Run
M,7.267,50264.1,Ride
M,2.0869999999999997,6324.5,Run
M,5.282,29933.3,Ride
M,3.1919999999999997,7175.5,Run
M,7.534,35875.9,Ride
M,5.936,21286.4,Ride
M,2.852,14128.0,Run
F,1.9380000000000002,8395.6,Run
M,3.807,6008.1,Run
M,7.86,43693.3,Ride
F,2.197,3167.8,Run
F,3.173,5260.5,Run
F,4.107,8140.5,Ride
M,7.3020000000000005,8624.2,Ride
M,7.0729999999999995,89255.7,Ride
M,7.779,32203.1,Ride
F,2.659,3940.6,Run
M,7.142,22775.6,Ride
F,2.06,259.6,Run
M,8.238,27086.0,Ride
F,5.2989999999999995,46079.0,Ride
M,8.15,53975.2,Ride
M,4.34,14401.6,Ride
M,6.093,34963.5,Ride
M,5.9,19918.1,Ride
M,7.757000000000001,105847.0,Ride
M,4.021,43342.1,Ride
M,2.114,13188.4,Run
M,5.391,7217.9,Ride
F,1.993,1999.3,Run
M,7.212999999999999,28153.5,Ride
F,2.736,5695.9,Run
F,6.47,25645.6,Ride
F,2.301,1573.6,Ride
M,7.282,38575.3,Ride
M,7.99,21428.7,Ride
M,5.6339999999999995,35529.9,Ride
F,2.536,4562.3,Run
F,5.379,32301.5,Ride
M,2.8280000000000003,5085.6,Run
M,6.922999999999999,55398.9,Ride
M,3.08,4487.2,Run
M,4.185,9772.7,Run
F,3.155,6098.8,Run
M,6.955,38121.6,Ride
M,3.1510000000000002,2149.2,Run
M,3.266,14225.7,Run
M,5.502000000000001,35775.5,Ride
F,0.9790000000000001,914.4,Swim
F,7.074,41363.3,Ride
F,2.275,1665.3,Run
F,5.695,66062.4,Ride
F,5.956,42368.5,Ride
M,6.709,4629.2,Ride
M,5.862,25049.9,Ride
F,2.812,9025.6,Run
F,6.388,71854.1,Ride
F,1.506,3716.1,Run
M,2.8139999999999996,5220.3,Run
M,1.982,9186.7,Run
M,2.7110000000000003,1854.5,Walk
F,5.149,21872.8,Ride
M,3.1210000000000004,10101.1,Run
F,4.621,3396.4,Ride
F,1.492,6505.1,Walk
M,7.757999999999999,45813.0,Ride
M,7.353,4374.8,Ride
F,1.088,1789.1,Run
M,3.252,8007.0,Run
F,11.151,77490.7,Ride
F,1.6740000000000002,1581.7,Run
M,7.207999999999999,38872.3,Ride
M,3.049,2478.9,Run
F,6.263,25422.1,Ride
F,0.9520000000000001,2477.0,Run
M,4.5569999999999995,7059.4,Ride
M,6.841,36340.7,Ride
M,2.577,11145.2,Run
F,2.997,8715.2,Run
F,8.581,41798.2,Ride
F,2.54,3007.4,Run
M,7.734,82509.0,Ride
F,4.712,36979.6,Ride
M,5.431,10341.4,NordicSki
F,2.095,5410.5,Run
F,1.6880000000000002,10063.2,Walk
F,0.0,0.0,Workout
F,6.664,8249.7,Ride
M,2.8569999999999998,4528.4,Run
M,7.223,33187.8,Ride
F,1.685,4582.5,Walk
M,4.8919999999999995,14597.4,Ride
F,4.534,11938.7,Ride
M,4.946000000000001,38056.4,Ride
M,2.693,13044.3,Ride
M,3.802,5250.3,Run
F,3.293,83701.4,Ride
F,2.6630000000000003,4993.9,Run
F,0.722,2600.0,Swim
M,3.0980000000000003,9260.8,Run
M,7.026,31061.7,Ride
M,1.58,2253.5,Run
F,0.62,1419.1,Swim
M,7.002000000000001,27546.6,Ride
F,5.984,29080.1,Ride
M,7.702999999999999,18779.0,Ride
F,2.741,7542.7,Run
M,8.878,38191.9,Ride
F,0.0,0.0,Ride
F,5.752999999999999,51895.3,Ride
M,5.011,47692.7,Ride
M,4.083,25240.2,Ride
F,3.3569999999999998,10015.1,Run
M,6.195,44359.6,Ride
F,0.795,975.0,Swim
F,1.6,11579.6,Walk
F,2.64,12905.0,Run
F,2.502,5035.0,Run
F,2.2680000000000002,7601.7,Run
F,6.245,28977.4,Ride
M,6.9110000000000005,45245.7,Ride
M,3.111,10020.0,Run
M,6.55,51477.2,Ride
F,5.827000000000001,33091.6,Ride
M,6.952000000000001,176381.0,Ride
F,1.361,8676.0,Walk
F,2.537,3463.2,Run
M,9.732999999999999,37413.6,Ride
M,4.63,2856.8,Ride
M,5.817,5182.6,Ride
F,6.642,9193.0,Ride
M,2.773,10519.0,Run
M,1.531,2968.0,Walk
F,4.037,7234.2,Run
M,7.496,33965.0,Ride
M,9.177999999999999,725.1,Ride
F,2.09,2255.6,Ride
F,2.833,4924.0,Run
M,5.771,3306.5,Ride
M,4.838,5950.2,Ride
M,7.02,25209.3,Ride
F,1.756,2530.3,Walk
M,7.568,51739.2,Ride
M,6.377999999999999,58757.4,Ride
F,0.0,0.0,VirtualRide
M,3.214,11528.4,Run
F,7.235,63339.0,Ride
M,3.043,9352.3,Ride
M,4.394,7565.9,Run
F,8.052999999999999,38372.2,Ride
F,7.277,10544.7,Ride
M,1.5330000000000001,4809.0,Walk
M,7.7010000000000005,71487.1,Ride
F,1.565,3824.3,Run
M,7.34,35190.1,Ride
M,3.273,8181.3,Run
M,2.843,2709.5,Run
F,0.0,0.0,Ride
M,3.4019999999999997,2432.5,Run
M,8.883,97911.2,Ride
F,6.415,65262.6,Ride
M,7.229,18463.3,Ride
M,0.0,0.0,Ride
M,5.837000000000001,35843.4,Ride
F,3.054,10171.4,Run
F,5.417999999999999,6431.1,Ride
F,7.375,37570.0,Ride
M,0.653,954.1,Ride
M,3.318,4996.7,Run
M,8.164,37882.1,Ride
M,4.381,11373.4,Ride
M,2.984,417.7,Ride
M,5.962000000000001,15656.1,Ride
M,0.59,30.1,Ride
M,4.09,20456.5,Ride
F,6.022,19734.3,Ride
F,1.706,3087.3,Run
M,8.575,40129.9,Ride
M,7.29,11051.9,Ride
F,7.8389999999999995,193380.0,Ride
M,4.092,4537.7,Ride
F,2.9189999999999996,4101.3,Ride
M,7.018,102143.0,Ride
F,2.835,4944.7,Run
F,2.946,5104.6,Run
M,6.306,3663.8,Ride
M,0.0,0.0,Run
M,6.7170000000000005,48333.0,Ride
M,7.544,14364.1,Ride
M,6.749,70448.5,Ride
M,0.0,0.0,Ride
M,3.222,4687.3,Run
M,7.057,17754.9,Ride
F,2.8739999999999997,6612.5,Run
M,7.006,14005.2,Ride
M,2.93,4503.5,Run
F,5.312,26701.7,Ride
F,2.385,4280.8,Run
F,2.68,4331.2,Run
F,2.7939999999999996,4676.9,Run
M,6.542000000000001,16890.5,Ride
M,4.7010000000000005,14117.0,Ride
M,2.569,454.8,Run
M,2.945,17431.6,Run
M,3.6860000000000004,9317.8,Run
F,1.824,1377.1,Run
F,1.601,17141.4,Run
F,0.0,0.0,Ride
F,2.573,21317.9,Run
F,3.557,10088.5,Run
F,3.0039999999999996,6482.2,Run
F,2.966,9467.1,Run
M,1.43,3369.8,Walk
M,2.826,18412.2,Ride
F,2.275,6105.6,Run
F,0.688,7168.1,Run
M,4.404,28135.2,Ride
M,7.642,115149.0,Ride
F,4.43,22568.6,Ride
M,2.9760000000000004,19382.7,Ride
M,5.315,27182.7,Ride
F,4.996,36255.3,Ride
M,7.651,71738.4,Ride
F,3.148,8500.0,Run
F,4.406000000000001,21503.1,Ride
F,7.28,48215.5,Ride
F,6.582000000000001,26276.5,Ride
M,6.433,23314.6,Ride
M,8.478,28714.4,Ride
F,5.419,75689.6,Ride
F,1.6159999999999999,1939.6,Run
F,2.403,5822.9,Run
M,3.926,31809.1,Ride
F,1.574,3822.1,Walk
F,5.561,9643.6,Ride
M,6.935,64263.9,Ride
F,2.705,3297.3,Run
M,6.261,12172.3,AlpineSki
F,1.567,5920.9,Walk
M,7.38,45559.1,Ride
M,7.896,74187.0,Ride
F,1.77,6223.2,Run
F,6.7989999999999995,5575.0,Ride
F,2.698,6850.0,Run
M,8.357999999999999,31683.6,Ride
M,3.3810000000000002,4996.4,Run
M,3.343,47719.3,Ride
F,2.989,6029.1,Run
M,5.579,9529.6,Ride
M,6.124,51454.4,Ride
F,3.092,7210.6,Run
M,7.678999999999999,90936.5,Ride
F,5.183,32401.8,Ride
M,2.7539999999999996,16083.1,Ride
F,7.153,25715.3,Ride
M,3.252,2282.8,Run
M,3.094,17586.1,Ride
M,5.354,33091.6,Ride
F,2.818,3116.8,Run
M,6.774,10234.9,Ride
M,8.708,97661.3,Ride
M,8.047,28968.2,Ride
M,7.129,80472.1,Ride
M,4.459,6327.1,Ride
F,2.693,5087.0,Run
M,10.413,21668.7,Ride
M,6.404,17732.1,Ride
M,6.984,20610.9,Ride
F,0.0,0.0,Ride
M,3.957,31644.1,Ride
M,2.762,4828.4,Run
M,2.673,9236.9,Ride
F,2.6310000000000002,6306.6,Run
F,5.126,54407.7,Ride
F,8.823,47170.3,Ride
M,4.328,2376.3,Ride
M,0.825,3.3,Workout
M,2.76,21570.4,Run
F,3.034,13524.3,Ride
M,3.2060000000000004,14799.5,Run
M,3.47,8133.9,Run
M,4.254,9379.0,Ride
F,6.311,24847.1,Ride
M,6.102,5248.1,Ride
F,8.351,12567.8,Ride
M,8.144,40364.0,Ride
M,8.737,40714.6,Ride
F,6.053,34464.8,Ride
F,3.1060000000000003,21143.4,Run
F,4.808,24329.5,Ride
M,2.271,30933.9,Walk
F,2.698,1675.4,Run
F,2.59,3582.0,Run
F,1.8869999999999998,1524.3,Workout
M,4.596,18787.7,Ride
M,7.452000000000001,61104.5,Ride
F,1.896,4841.3,Run
M,6.54,17238.7,Ride
M,6.683,81114.7,Ride
F,3.701,40169.8,Ride
M,7.877999999999999,27873.6,Ride
M,3.1189999999999998,4928.5,Run
F,1.999,9456.2,Run
M,0.561,12357.8,Run
F,3.4810000000000003,17510.4,Ride
M,2.367,5861.6,Run
M,3.9619999999999997,10460.8,Run
F,7.332999999999999,36540.8,Ride
M,2.8569999999999998,8192.0,Run
M,6.819,101582.0,Ride
M,6.367999999999999,40527.2,Ride
M,6.114,64106.4,Ride
M,8.564,72560.5,Ride
F,3.5069999999999997,4506.8,Ride
F,2.9739999999999998,3473.8,Run
F,0.065,50.0,WeightTraining
F,2.457,9359.3,Run
M,2.415,1657.0,Run
M,3.536,7311.7,Run
M,3.5260000000000002,2648.2,Ride
M,8.147,61740.0,Ride
M,7.138999999999999,55715.2,Ride
M,4.6339999999999995,20459.4,Ride
F,1.953,1320.0,Run
F,3.5389999999999997,22637.0,Ride
M,7.136,20273.1,Ride
M,5.372000000000001,47357.6,Ride
F,3.109,11274.6,Run
F,5.25,15864.6,Ride
F,2.136,12091.8,Ride
F,3.112,4988.6,Run
M,0.623,2200.0,Swim
F,3.1510000000000002,1613.3,Run
M,9.789,29289.4,Ride
F,2.7569999999999997,3647.7,Run
M,6.275,7417.2,Ride
M,7.33,30074.6,Ride
F,3.0660000000000003,10398.5,Run
F,6.718,26071.5,Ride
F,6.593999999999999,68684.9,Ride
F,5.566,13357.6,Ride
M,7.154,7433.0,Ride
M,6.18,32941.8,Ride
F,2.253,3816.8,Run
F,7.099,17952.4,Ride
M,8.481,34568.2,Ride
F,2.063,1609.4,Run
M,4.685,16889.1,Ride
M,5.249,28712.1,Ride
F,3.068,4338.3,Run
M,6.903,5715.5,Ride
F,6.337000000000001,17336.7,Ride
F,6.011,18946.4,Ride
M,4.603,24516.3,Ride
F,2.718,7453.5,Run
M,8.263,30309.8,Ride
F,6.087000000000001,22389.4,Ride
M,3.1039999999999996,9767.6,Run
M,8.187000000000001,43499.2,Ride
F,0.0,0.0,Ride
F,5.392,36680.6,Ride
F,6.081,44167.7,Ride
F,3.056,11000.0,Ride
F,0.41700000000000004,500.0,Swim
M,6.936,22375.5,Ride
M,4.125,22644.4,Ride
F,3.076,12916.1,Run
F,1.9169999999999998,607.8,Workout
F,2.3819999999999997,2777.0,Run
M,5.43,24517.5,Ride
F,8.254,32444.8,Ride
F,2.5340000000000003,6600.8,Run
M,8.327,37470.8,Ride
M,5.189,20891.4,Ride
M,3.823,14108.7,Ride
M,2.1,6056.4,Run
F,1.8119999999999998,4661.1,Run
